,link,Proj_name,BHK,Property_type,Area,Area_type,Floor,RERA_status,Property_age,Property_type,Sale_type,Own_type,Furnishing_type,Water_type,Powerbackup,Price
820,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-ratan-neptune-hadapsar-pune-935-sq-ft-spid-C56129768,"Ratan Neptune Hadapsar, Pune",2BHK,Residential Apartment,935 sq.ft.,Built-up Area,10th  of 15 Floors,REGISTERED,5 to 10 Year Old,Residential Apartment,Resale,Freehold,Furnished,Borewell/Tank,Full,45 Lac
821,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-mantra-fifth-avenue-hadapsar-pune-900-sq-ft-spid-B56054222,"Mantra Fifth Avenue Hadapsar, Pune",2BHK,Residential Apartment,900 sq.ft.,Built-up Area,9th  of 10 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Co-operative Society,Furnished,Municipal corporation,None,55 Lac
822,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-amanora-future-towers-hadapsar-pune-822-sq-ft-spid-E55641462,"Amanora Future Towers Hadapsar, Pune",2BHK,Residential Apartment,822 sq.ft.,Super Built-up Area,10th  of 30 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Freehold,Unfurnished,Municipal corporation,Full,70 Lac
823,https://www.99acres.com/8-bhk-bedroom-residential-apartments-for-sale-in-abil-castel-royale-magnifique-bhosale-nagar-pune-9601-sq-ft-spid-J29657511,"ABIL Castel Royale Magnifique Bhosale Nagar, Pune",8BHK,Residential Apartment,9601 sq.ft.,Super Built-up Area,11st  of 26 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Freehold,Unfurnished,Municipal corporation,Full,14.01 Cr
824,https://www.99acres.com/4-bhk-bedroom-residential-apartments-for-sale-in-marvel-ritz-hadapsar-pune-4475-sq-ft-spid-G50329324,"Marvel Ritz Hadapsar, Pune",4BHK,Residential Apartment,4475 sq.ft.,Super Built-up Area,7th  of 8 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Freehold,Semifurnished,Municipal corporation,Full,3.1 Cr
825,https://www.99acres.com/5-bhk-bedroom-residential-apartments-for-sale-in-marvel-diva-magarpatta-pune-6500-sq-ft-spid-Y44266271,"Marvel Diva Magarpatta, Pune",5BHK,Residential Apartment,6500 sq.ft.,Super Built-up Area,12nd  of 12 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Freehold,Semifurnished,"Municipal corporation,Borewell/Tank",Full,3.6 Cr
826,https://www.99acres.com/4-bhk-bedroom-residential-apartments-for-sale-in-yoopune-by-panchshil-realty-hadapsar-pune-5100-sq-ft-spid-T19846833,"Yoopune By Panchshil Realty Hadapsar, Pune",4BHK,Residential Apartment,5100 sq.ft.,Super Built-up Area,4th  of 15 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Freehold,Semifurnished,Municipal corporation,Full,8.57 Cr
827,https://www.99acres.com/4-bhk-bedroom-residential-apartments-for-sale-in-panchshil-one-north-hadapsar-pune-4600-sq-ft-spid-Y21688375,"Panchshil One North Hadapsar, Pune",4BHK,Residential Apartment,4600 sq.ft.,Super Built-up Area,19th  of 20 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Freehold,Semifurnished,Municipal corporation,Full,5.07 Cr
828,https://www.99acres.com/4-bhk-bedroom-residential-apartments-for-sale-in-panchshil-one-north-hadapsar-pune-3800-sq-ft-spid-K29384223,"Panchshil One North Hadapsar, Pune",4BHK,Residential Apartment,3800 sq.ft.,Super Built-up Area,12nd  of 21 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Freehold,Semifurnished,Municipal corporation,Full,4.29 Cr
829,https://www.99acres.com/4-bhk-bedroom-residential-apartments-for-sale-in-panchshil-one-north-hadapsar-pune-4600-sq-ft-spid-F20542973,"Panchshil One North Hadapsar, Pune",4BHK,Residential Apartment,4600 sq.ft.,Super Built-up Area,19th  of 20 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Freehold,Furnished,Municipal corporation,Full,5.25 Cr
830,https://www.99acres.com/5-bhk-bedroom-residential-apartments-for-sale-in-panchshil-one-north-hadapsar-pune-5413-sq-ft-spid-I34231985,"Panchshil One North Hadapsar, Pune",5BHK,Residential Apartment,5413 sq.ft.,Super Built-up Area,20th  of 21 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Freehold,Furnished,Municipal corporation,Full,6.37 Cr
831,https://www.99acres.com/4-bhk-bedroom-residential-apartments-for-sale-in-panchshil-one-north-hadapsar-pune-4600-sq-ft-spid-V29384173,"Panchshil One North Hadapsar, Pune",4BHK,Residential Apartment,4600 sq.ft.,Super Built-up Area,14th  of 21 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Freehold,Semifurnished,Municipal corporation,Full,5.14 Cr
832,https://www.99acres.com/4-bhk-bedroom-residential-apartments-for-sale-in-panchshil-one-north-hadapsar-pune-3250-sq-ft-spid-S43851523,"Panchshil One North Hadapsar, Pune",4BHK,Residential Apartment,3250 sq.ft.,Super Built-up Area,20th  of 20 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Freehold,Semifurnished,"Municipal corporation,Borewell/Tank",Full,3.25 Cr
833,https://www.99acres.com/4-bhk-bedroom-residential-apartments-for-sale-in-panchshil-one-north-hadapsar-pune-3350-sq-ft-spid-B24798187,"Panchshil One North Hadapsar, Pune",4BHK,Residential Apartment,3350 sq.ft.,Super Built-up Area,16th  of 20 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Freehold,Semifurnished,Municipal corporation,Full,3.55 Cr
834,https://www.99acres.com/4-bhk-bedroom-residential-apartments-for-sale-in-panchshil-one-north-hadapsar-pune-3350-sq-ft-spid-J27723951,"Panchshil One North Hadapsar, Pune",4BHK,Residential Apartment,3350 sq.ft.,Super Built-up Area,18th  of 21 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Freehold,Semifurnished,Municipal corporation,Full,3.75 Cr
835,https://www.99acres.com/4-bhk-bedroom-residential-apartments-for-sale-in-panchshil-one-north-hadapsar-pune-3350-sq-ft-spid-I29384095,"Panchshil One North Hadapsar, Pune",4BHK,Residential Apartment,3350 sq.ft.,Super Built-up Area,18th  of 21 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Freehold,Semifurnished,Municipal corporation,Full,3.67 Cr
836,https://www.99acres.com/4-bhk-bedroom-residential-apartments-for-sale-in-panchshil-one-north-hadapsar-pune-4600-sq-ft-spid-F22099117,"Panchshil One North Hadapsar, Pune",4BHK,Residential Apartment,4600 sq.ft.,Super Built-up Area,19th  of 20 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Freehold,Semifurnished,Municipal corporation,Full,5 Cr
837,https://www.99acres.com/4-bhk-bedroom-residential-apartments-for-sale-in-panchshil-one-north-hadapsar-pune-3350-sq-ft-spid-F22099057,"Panchshil One North Hadapsar, Pune",4BHK,Residential Apartment,3350 sq.ft.,Super Built-up Area,8th  of 20 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Freehold,Semifurnished,Municipal corporation,Full,3.35 Cr
838,https://www.99acres.com/4-bhk-bedroom-residential-apartments-for-sale-in-panchshil-one-north-hadapsar-pune-3300-sq-ft-spid-E19846751,"Panchshil One North Hadapsar, Pune",4BHK,Residential Apartment,3300 sq.ft.,Super Built-up Area,3rd  of 20 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Freehold,Semifurnished,NA,Full,3.3 Cr
839,https://www.99acres.com/4-bhk-bedroom-residential-apartments-for-sale-in-panchshil-one-north-hadapsar-pune-3350-sq-ft-spid-U20731461,"Panchshil One North Hadapsar, Pune",4BHK,Residential Apartment,3350 sq.ft.,Super Built-up Area,11st  of 20 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Freehold,Semifurnished,Municipal corporation,Full,3.53 Cr
840,https://www.99acres.com/5-bhk-bedroom-residential-apartments-for-sale-in-panchshil-one-north-hadapsar-pune-4639-sq-ft-spid-C34232079,"Panchshil One North Hadapsar, Pune",5BHK,Residential Apartment,4639 sq.ft.,Super Built-up Area,20th  of 21 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Freehold,Semifurnished,Municipal corporation,Full,5.36 Cr
841,https://www.99acres.com/4-bhk-bedroom-residential-apartments-for-sale-in-panchshil-one-north-hadapsar-pune-4600-sq-ft-spid-Q22152443,"Panchshil One North Hadapsar, Pune",4BHK,Residential Apartment,4600 sq.ft.,Super Built-up Area,18th  of 20 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Freehold,Semifurnished,"Municipal corporation,Borewell/Tank",Full,5.14 Cr
842,https://www.99acres.com/4-bhk-bedroom-residential-apartments-for-sale-in-panchshil-one-north-hadapsar-pune-3800-sq-ft-spid-S20059589,"Panchshil One North Hadapsar, Pune",4BHK,Residential Apartment,3800 sq.ft.,Super Built-up Area,3rd  of 21 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Freehold,Semifurnished,"Municipal corporation,Borewell/Tank",Full,4.15 Cr
843,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-dreams-estate-hadapsar-pune-550-sq-ft-spid-K54557100,"Dreams Estate Hadapsar, Pune",1BHK,Residential Apartment,550 sq.ft.,Super Built-up Area,4th  of 12 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Co-operative Society,Unfurnished,"Municipal corporation,Borewell/Tank",None,24 Lac
844,https://www.99acres.com/3-bhk-bedroom-residential-apartments-for-sale-in-marvel-arco-hadapsar-pune-1835-sq-ft-spid-Q55761906,"Marvel Arco Hadapsar, Pune",3BHK,Residential Apartment,1835 sq.ft.,Super Built-up Area,4th  of 12 Floors,REGISTERED,1 to 5 Year Old,Residential Apartment,Resale,Freehold,Semifurnished,"Municipal corporation,Borewell/Tank",Full,1.5 Cr
845,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-sundar-sankul-north-hadapsar-pune-830-sq-ft-spid-A43138231,"Sundar Sankul North Hadapsar, Pune",2BHK,Residential Apartment,830 sq.ft.,Super Built-up Area,2nd  of 8 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Co-operative Society,Unfurnished,"Municipal corporation,Borewell/Tank",Full,63 Lac
846,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-sankla-ps-villa-manjri-pune-865-sq-ft-spid-I52931846,"Sankla PS Villa Manjri, Pune",2BHK,Residential Apartment,865 sq.ft.,Super Built-up Area,3rd  of 5 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Co-operative Society,Unfurnished,"Borewell/Tank,Municipal corporation",Full,45 Lac
847,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-parmar-vista-luxuria-manjri-pune-991-sq-ft-spid-H43139205,"Parmar Vista Luxuria Manjri, Pune",2BHK,Residential Apartment,991 sq.ft.,Super Built-up Area,4th  of 12 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Co-operative Society,Unfurnished,Municipal corporation,Full,53 Lac
848,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-marvel-arco-hadapsar-pune-1355-sq-ft-spid-M55724002,"Marvel Arco Hadapsar, Pune",2BHK,Residential Apartment,1355 sq.ft.,Super Built-up Area,11st  of 12 Floors,REGISTERED,1 to 5 Year Old,Residential Apartment,Resale,Freehold,Semifurnished,Municipal corporation,Full,1.05 Cr
849,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-parmar-vista-luxuria-manjri-pune-653-sq-ft-spid-Q32708867,"Parmar Vista Luxuria Manjri, Pune",1BHK,Residential Apartment,653 sq.ft.,Super Built-up Area,5th  of 12 Floors,NOT AVAILABLE,0 to 1 Year Old,Residential Apartment,Resale,Co-operative Society,Unfurnished,"Municipal corporation,Borewell/Tank",Full,34 Lac
850,https://www.99acres.com/4-bhk-bedroom-residential-apartments-for-sale-in-panchshil-one-north-hadapsar-pune-4601-sq-ft-spid-V55058070,"Panchshil One North Hadapsar, Pune",4BHK,Residential Apartment,4601 sq.ft.,Super Built-up Area,9th  of 20 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Freehold,Unfurnished,Municipal corporation,Full,4.4 Cr
851,https://www.99acres.com/4-bhk-bedroom-residential-apartments-for-sale-in-marvel-diva-2-magarpatta-pune-4675-sq-ft-spid-U55060714,"Marvel Diva 2 Magarpatta, Pune",4BHK,Residential Apartment,4675 sq.ft.,Super Built-up Area,10th  of 12 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Freehold,Unfurnished,Municipal corporation,Full,2.73 Cr
852,https://www.99acres.com/4-bhk-bedroom-residential-apartments-for-sale-in-marvel-bounty-hadapsar-pune-4800-sq-ft-spid-C55327078,"Marvel Bounty Hadapsar, Pune",4BHK,Residential Apartment,4800 sq.ft.,Super Built-up Area,12nd  of 13 Floors,REGISTERED,5 to 10 Year Old,Residential Apartment,Resale,Freehold,Unfurnished,Municipal corporation,Full,3.85 Cr
853,https://www.99acres.com/4-bhk-bedroom-residential-apartments-for-sale-in-marvel-ritz-hadapsar-pune-3825-sq-ft-spid-Z55334376,"Marvel Ritz Hadapsar, Pune",4BHK,Residential Apartment,3825 sq.ft.,Super Built-up Area,6th  of 8 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Freehold,Unfurnished,Municipal corporation,Full,2.65 Cr
854,https://www.99acres.com/4-bhk-bedroom-residential-apartments-for-sale-in-panchshil-one-north-hadapsar-pune-3351-sq-ft-spid-P55260658,"Panchshil One North Hadapsar, Pune",4BHK,Residential Apartment,3351 sq.ft.,Super Built-up Area,4th  of 20 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Freehold,Unfurnished,NA,Full,3.15 Cr
855,https://www.99acres.com/4-bhk-bedroom-residential-apartments-for-sale-in-panchshil-one-north-hadapsar-pune-3880-sq-ft-spid-P56199726,"Panchshil One North Hadapsar, Pune",4BHK,Residential Apartment,3880 sq.ft.,Super Built-up Area,19th  of 20 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Freehold,Furnished,Municipal corporation,Full,4 Cr
856,https://www.99acres.com/4-bhk-bedroom-residential-apartments-for-sale-in-panchshil-one-north-hadapsar-pune-3880-sq-ft-spid-G56199682,"Panchshil One North Hadapsar, Pune",4BHK,Residential Apartment,3880 sq.ft.,Super Built-up Area,19th  of 20 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Freehold,NA,Municipal corporation,Full,3.99 Cr
857,https://www.99acres.com/4-bhk-bedroom-residential-apartments-for-sale-in-panchshil-one-north-hadapsar-pune-3424-sq-ft-spid-P55057258,"Panchshil One North Hadapsar, Pune",4BHK,Residential Apartment,3424 sq.ft.,Super Built-up Area,4th  of 20 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Freehold,Unfurnished,Municipal corporation,Full,3.44 Cr
858,https://www.99acres.com/4-bhk-bedroom-residential-apartments-for-sale-in-panchshil-one-north-hadapsar-pune-3351-sq-ft-spid-Z55057688,"Panchshil One North Hadapsar, Pune",4BHK,Residential Apartment,3351 sq.ft.,Super Built-up Area,12nd  of 20 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Freehold,NA,Municipal corporation,Full,3.42 Cr
859,https://www.99acres.com/4-bhk-bedroom-residential-apartments-for-sale-in-panchshil-one-north-hadapsar-pune-3351-sq-ft-spid-T55119052,"Panchshil One North Hadapsar, Pune",4BHK,Residential Apartment,3351 sq.ft.,Super Built-up Area,3rd  of 20 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Freehold,Unfurnished,Municipal corporation,Full,3.38 Cr
860,https://www.99acres.com/4-bhk-bedroom-residential-apartments-for-sale-in-panchshil-one-north-hadapsar-pune-3880-sq-ft-spid-U56070220,"Panchshil One North Hadapsar, Pune",4BHK,Residential Apartment,3880 sq.ft.,Super Built-up Area,18th  of 20 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Freehold,Semifurnished,Municipal corporation,Full,4.14 Cr
861,https://www.99acres.com/4-bhk-bedroom-residential-apartments-for-sale-in-panchshil-one-north-hadapsar-pune-4600-sq-ft-spid-E55969478,"Panchshil One North Hadapsar, Pune",4BHK,Residential Apartment,4600 sq.ft.,Super Built-up Area,9th  of 20 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Freehold,Semifurnished,Municipal corporation,Full,4.58 Cr
862,https://www.99acres.com/4-bhk-bedroom-residential-apartments-for-sale-in-panchshil-one-north-hadapsar-pune-3880-sq-ft-spid-W55969252,"Panchshil One North Hadapsar, Pune",4BHK,Residential Apartment,3880 sq.ft.,Super Built-up Area,18th  of 20 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Freehold,Semifurnished,Municipal corporation,None,4.16 Cr
863,https://www.99acres.com/4-bhk-bedroom-residential-apartments-for-sale-in-panchshil-one-north-hadapsar-pune-3250-sq-ft-spid-N55968182,"Panchshil One North Hadapsar, Pune",4BHK,Residential Apartment,3250 sq.ft.,Super Built-up Area,3rd  of 20 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Freehold,Unfurnished,Municipal corporation,Full,3.25 Cr
864,https://www.99acres.com/4-bhk-bedroom-residential-apartments-for-sale-in-panchshil-one-north-hadapsar-pune-3800-sq-ft-spid-Y55968132,"Panchshil One North Hadapsar, Pune",4BHK,Residential Apartment,3800 sq.ft.,Super Built-up Area,15th  of 20 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Freehold,Furnished,Municipal corporation,Full,3.98 Cr
865,https://www.99acres.com/3-bhk-bedroom-residential-apartments-for-sale-in-marvel-azure-magarpatta-pune-1826-sq-ft-spid-U55919842,"Marvel Azure Magarpatta, Pune",3BHK,Residential Apartment,1826 sq.ft.,Super Built-up Area,9th  of 13 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Freehold,Furnished,Municipal corporation,Full,1.65 Cr
866,https://www.99acres.com/4-bhk-bedroom-residential-apartments-for-sale-in-privie-residences-sienna-hadapsar-pune-3135-sq-ft-spid-R55892906,"Privie Residences Sienna Hadapsar, Pune",4BHK,Residential Apartment,3135 sq.ft.,Super Built-up Area,10th  of 11 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Freehold,Unfurnished,Municipal corporation,Full,3.02 Cr
867,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-marvel-bounty-hadapsar-pune-1445-sq-ft-spid-J55892240,"Marvel Bounty Hadapsar, Pune",2BHK,Residential Apartment,1445 sq.ft.,Super Built-up Area,4th  of 13 Floors,REGISTERED,5 to 10 Year Old,Residential Apartment,Resale,Freehold,Unfurnished,Municipal corporation,Full,1.05 Cr
868,https://www.99acres.com/4-bhk-bedroom-residential-apartments-for-sale-in-marvel-bounty-hadapsar-pune-4800-sq-ft-spid-W55892210,"Marvel Bounty Hadapsar, Pune",4BHK,Residential Apartment,4800 sq.ft.,Super Built-up Area,13rd  of 13 Floors,REGISTERED,5 to 10 Year Old,Residential Apartment,Resale,Freehold,Unfurnished,Municipal corporation,Full,3.58 Cr
869,https://www.99acres.com/4-bhk-bedroom-residential-apartments-for-sale-in-panchshil-one-north-hadapsar-pune-5413-sq-ft-spid-F55876410,"Panchshil One North Hadapsar, Pune",4BHK,Residential Apartment,5413 sq.ft.,Super Built-up Area,20th  of 20 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Freehold,Semifurnished,Municipal corporation,Full,5.98 Cr
870,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-gulmohar-goldcoast-rajaram-patil-nagar-pune-1150-sq-ft-spid-C55854962,"Gulmohar Goldcoast Rajaram Patil Nagar, Pune",2BHK,Residential Apartment,1150 sq.ft.,Super Built-up Area,5th  of 11 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Freehold,Semifurnished,Municipal corporation,Partial,80 Lac
871,https://www.99acres.com/4-bhk-bedroom-residential-apartments-for-sale-in-panchshil-one-north-hadapsar-pune-3250-sq-ft-spid-T55830710,"Panchshil One North Hadapsar, Pune",4BHK,Residential Apartment,3250 sq.ft.,Super Built-up Area,17th  of 20 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Freehold,Unfurnished,Municipal corporation,Full,3.4 Cr
872,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-shapoorji-joyville-hadapsar-annexe-shewalewadi-pune-726-sq-ft-spid-T55744216,"Shapoorji Joyville Hadapsar Annexe Shewalewadi, Pune",2BHK,Residential Apartment,726 sq.ft.,Carpet Area,8th  of 22 Floors,REGISTERED,Mar 2024,Residential Apartment,Resale,Leasehold,Semifurnished,NA,None,63 Lac
873,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-sukhwani-hermosa-casa-hadapsar-pune-778-sq-ft-spid-Q55742926,"Sukhwani Hermosa Casa Hadapsar, Pune",2BHK,Residential Apartment,778 sq.ft.,Carpet Area,7th  of 14 Floors,REGISTERED,Apr 2022,Residential Apartment,Resale,Freehold,Semifurnished,NA,None,75 Lac
874,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-wellwisher-kiarah-terrazo-hadapsar-pune-732-sq-ft-spid-W55742548,"Wellwisher Kiarah Terrazo Hadapsar, Pune",2BHK,Residential Apartment,732 sq.ft.,Carpet Area,8th  of 16 Floors,REGISTERED,0 to 1 Year Old,Residential Apartment,Resale,Freehold,Unfurnished,NA,None,67 Lac
875,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-kumar-prospera-hadapsar-pune-870-sq-ft-spid-A55741798,"Kumar Prospera Hadapsar, Pune",2BHK,Residential Apartment,870 sq.ft.,Carpet Area,10th  of 22 Floors,REGISTERED,Dec 2022,Residential Apartment,Resale,Freehold,Semifurnished,NA,None,94 Lac
876,https://www.99acres.com/4-bhk-bedroom-residential-apartments-for-sale-in-marvel-ritz-hadapsar-pune-3825-sq-ft-spid-X55697184,"Marvel Ritz Hadapsar, Pune",4BHK,Residential Apartment,3825 sq.ft.,Super Built-up Area,1st  of 8 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Freehold,Semifurnished,Municipal corporation,Full,2.9 Cr
877,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-marvel-arco-hadapsar-pune-1355-sq-ft-spid-P55697046,"Marvel Arco Hadapsar, Pune",2BHK,Residential Apartment,1355 sq.ft.,Super Built-up Area,11st  of 12 Floors,REGISTERED,1 to 5 Year Old,Residential Apartment,Resale,Freehold,Unfurnished,Municipal corporation,Full,1.05 Cr
878,https://www.99acres.com/4-bhk-bedroom-residential-apartments-for-sale-in-marvel-diva-magarpatta-pune-4200-sq-ft-spid-E52578914,"Marvel Diva Magarpatta, Pune",4BHK,Residential Apartment,4200 sq.ft.,Super Built-up Area,7th  of 12 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Co-operative Society,NA,Municipal corporation,None,3 Cr
879,https://www.99acres.com/4-bhk-bedroom-residential-apartments-for-sale-in-marvel-escaso-bhosale-nagar-pune-4000-sq-ft-spid-A53454476,"Marvel Escaso Bhosale Nagar, Pune",4BHK,Residential Apartment,4000 sq.ft.,Built-up Area,5th  of 7 Floors,NOT AVAILABLE,0 to 1 Year Old,Residential Apartment,Resale,Co-operative Society,Unfurnished,"Municipal corporation,Borewell/Tank",Partial,5 Cr
880,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-vascon-ela-the-earth-magarpatta-pune-1115-sq-ft-spid-N53377210,"Vascon Ela The Earth Magarpatta, Pune",2BHK,Residential Apartment,1115 sq.ft.,Built-up Area,7th  of 13 Floors,NOT AVAILABLE,0 to 1 Year Old,Residential Apartment,Resale,Co-operative Society,Unfurnished,"Municipal corporation,Borewell/Tank",Partial,80 Lac
881,https://www.99acres.com/4-bhk-bedroom-residential-apartments-for-sale-in-marvel-diva-2-magarpatta-pune-4240-sq-ft-spid-V29774309,"Marvel Diva 2 Magarpatta, Pune",4BHK,Residential Apartment,4240 sq.ft.,Built-up Area,8th  of 11 Floors,NOT AVAILABLE,0 to 1 Year Old,Residential Apartment,Resale,Co-operative Society,Unfurnished,"Municipal corporation,Borewell/Tank",Partial,3 Cr
882,https://www.99acres.com/3-bhk-bedroom-residential-apartments-for-sale-in-karia-konark-vista-magarpatta-pune-2440-sq-ft-spid-Z25840681,"Karia Konark Vista Magarpatta, Pune",3BHK,Residential Apartment,2440 sq.ft.,Built-up Area,7th  of 14 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Freehold,Semifurnished,Municipal corporation,Full,2.1 Cr
883,https://www.99acres.com/residential-land-for-sale-in-amar-srushti-hadapsar-pune-5620-sq-yard-spid-Z54422986,Immediate,NA,Residential Land,5620 sq.ft.,Super Built-up Area,2 Floors,NOT AVAILABLE,NA,Residential Land,Resale,Co-operative Society,NA,NA,NA,2.81 Cr
884,https://www.99acres.com/4-bhk-bedroom-residential-apartments-for-sale-in-marvel-diva-magarpatta-pune-4200-sq-ft-spid-R48936581,"Marvel Diva Magarpatta, Pune",4BHK,Residential Apartment,4200 sq.ft.,Super Built-up Area,5th  of 12 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Co-operative Society,NA,Municipal corporation,Full,3.25 Cr
885,https://www.99acres.com/4-bhk-bedroom-residential-apartments-for-sale-in-abil-castel-royale-magnifique-bhosale-nagar-pune-4000-sq-ft-spid-H39422407,"ABIL Castel Royale Magnifique Bhosale Nagar, Pune",4BHK,Residential Apartment,4000 sq.ft.,Built-up Area,6th  of 26 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Co-operative Society,Unfurnished,Municipal corporation,Full,6.5 Cr
886,https://www.99acres.com/4-bhk-bedroom-residential-apartments-for-sale-in-marvel-bounty-hadapsar-pune-4800-sq-ft-spid-F22705787,"Marvel Bounty Hadapsar, Pune",4BHK,Residential Apartment,4800 sq.ft.,Built-up Area,10th  of 12 Floors,REGISTERED,Under Construction,Residential Apartment,Resale,Freehold,NA,NA,None,3 Cr
887,https://www.99acres.com/4-bhk-bedroom-residential-apartments-for-sale-in-abil-castel-royale-magnifique-bhosale-nagar-pune-4000-sq-ft-spid-X38971297,"ABIL Castel Royale Magnifique Bhosale Nagar, Pune",4BHK,Residential Apartment,4000 sq.ft.,Built-up Area,5th  of 26 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Co-operative Society,Unfurnished,"Municipal corporation,Borewell/Tank",Full,6.5 Cr
888,https://www.99acres.com/3-bhk-bedroom-residential-apartments-for-sale-in-marvel-ritz-hadapsar-pune-2250-sq-ft-spid-X22104687,"Marvel Ritz Hadapsar, Pune",3BHK,Residential Apartment,2250 sq.ft.,Built-up Area,2nd  of 7 Floors,NOT AVAILABLE,0 to 1 Year Old,Residential Apartment,Resale,Freehold,NA,NA,Full,1.65 Cr
